Pump pulses;Hypo. tank level;Chlorine setpoint;Dosing pump;UV percentage;Flow;Influent turbidity;Effluent turbidity;pH;Coagulant PPM
43.2;67.31;0.7;2;35.9;102.97;0.58;0.3;8.92;0
45.45;48.06;0.7;2;31.43;88.91;1.66;1.07;7.98;0
38.14;83.81;0.7;2;31.94;92.81;0.58;0.28;8.75;0
46.46;59.13;0.7;2;34.43;95.78;1.67;0.94;8.23;0
59.91;52.06;0.7;1;32.95;92.81;2.59;1.34;7.92;0
40.95;86.44;0.7;2;33.13;94.53;0.58;0.23;8.64;0
43.09;72.5;0.7;2;22.61;84.69;1.12;0.57;8.79;0
46.86;51.25;0.7;2;32.73;91.72;1.38;0.99;7.98;0
46.8;76.69;0.7;2;27.17;98.44;0.54;0.26;8.58;0
43.09;67.37;0.7;2;36.2;103.28;0.59;0.3;9;0
41.74;64;0.7;2;32.37;89.37;1.02;0.54;9.01;0
43.09;67.44;0.7;2;36.56;104.06;0.61;0.3;9.09;0
49.5;37.13;0.7;2;33.02;97.34;0.61;0.24;8.71;0
54;40.12;0.7;2;29.63;100.94;0.72;0.37;8.54;0
50.85;65.31;0.7;1;34.75;97.34;5.85;0.56;9.12;23
43.93;52.69;0.7;2;32.05;90.31;4.02;0.57;7.94;18.57
69.75;74.25;1;2;15.42;86.87;2.72;1.28;8.89;0
45.11;75.87;0.7;2;27.41;92.5;1.05;0.27;8.62;0
46.69;70.5;0.7;2;31.77;88.75;0.9;0.5;9.25;0
56.47;69.75;0.7;1;31.16;87.34;0.72;0.41;8.88;0
47.14;41.37;0.7;2;27.69;83.44;0.84;0.45;8.57;0
62.89;41.13;0.7;1;27.92;91.87;0.78;0.46;8.58;0
50.4;69.06;0.7;1;32.56;90.16;0.65;0.26;8.91;0
50.85;39.81;0.7;2;30.27;97.81;0.64;0.33;8.61;0
44.55;72.31;0.7;2;22.88;83.75;0.94;0.52;8.81;0
49.28;75.31;0.7;2;26.09;101.25;0.71;0.33;8.67;0
65.36;37.94;0.7;1;32.58;100.16;0.58;0.25;8.66;0
46.35;72.94;0.7;2;21.48;84.22;1.03;0.55;8.84;0
48.94;83.87;0.7;1;31.25;87.5;0.72;0.35;8.74;0
50.51;73.56;0.7;2;17.99;84.06;1.34;0.71;8.92;0
47.14;85.19;0.7;1;30.99;85.94;0.58;0.22;8.7;0
53.55;69.12;0.7;1;33.79;96.09;0.68;0.27;8.94;0
49.61;83;0.7;1;30.58;90.16;5.12;0.92;8.73;17.52
47.47;84;0.7;1;31.37;89.37;0.55;0.26;8.79;0
41.06;75.06;0.7;2;30.76;93.12;6.12;0.08;8.71;18.56
44.78;59.25;0.7;2;32.65;92.19;1.63;0.91;8.23;0
54.45;69.81;0.7;1;30.56;87.34;0.72;0.41;8.94;0
46.24;82.12;0.7;2;23.58;97.81;2.89;1.18;8.77;0.12
46.46;59.06;0.7;2;34.94;98.91;1.57;0.91;8.22;0
45.9;62.19;0.7;2;33.43;94.84;10.48;0.46;9.21;18.1
62.66;41.19;0.7;1;27.92;91.72;0.84;0.46;8.59;0
46.24;82.12;0.7;2;23.7;96.87;2.89;1.14;8.77;0
39.26;65.81;0.7;2;34.16;97.19;0.54;0.27;9.01;0
56.2;49.75;1;2;30.19;85;3.8;2.14;7.78;19.1
37.24;84.87;0.7;2;32.15;89.53;0.58;0.22;8.7;0
69.75;62.81;0.7;1;32.99;92.19;1.94;1.08;8.99;0
47.14;41.37;0.7;2;27.69;86.56;0.84;0.45;8.56;0
41.85;67.19;0.7;2;34.84;97.66;0.55;0.29;8.84;0
47.25;85.12;0.7;1;31.16;85.94;0.58;0.21;8.7;0
60.75;60;0.7;1;33.57;94.84;2.38;1.11;8.21;0
45.23;48.13;0.7;2;31.66;88.59;1.62;1.05;7.99;0
46.13;48.38;0.7;2;31.2;86.87;1.7;1.09;7.92;0
45.56;73.06;0.7;2;20.93;83.12;1.09;0.57;9.07;0
70.31;39.19;0.7;1;31.6;100.31;0.61;0.28;8.56;0
62.66;60.12;0.7;1;33.37;94.84;2.47;1.12;8.21;0
68.85;38.94;0.7;1;31.86;100.16;0.61;0.28;8.63;0
44.78;59.19;0.7;2;33.21;92.66;1.65;0.89;8.23;0
45.9;72.94;0.7;2;21.48;85.62;1;0.53;8.77;0
53.32;64.87;0.7;1;31.33;88.12;1.65;0.82;9.19;0
41.06;64.12;0.7;2;31.98;90.16;0.89;0.51;9.11;0
56.04;49.81;1;2;31.64;88.59;3.99;2.03;7.79;18.52
43.17;52.5;0.7;2;33.01;92.97;3.92;0.61;7.91;18.04
65.7;74.62;1;2;16.79;84.84;4.3;1.32;8.82;17.88
44.78;64.56;0.7;2;34.33;96.41;1.2;0.65;9.13;0
55.8;78.31;0.7;1;26.01;97.97;0.58;0.31;8.82;0
46.69;73.19;0.7;2;19.97;80;1.11;0.57;9.17;0
52.38;47.31;0.7;1;29.39;82.97;1.41;0.97;7.97;0
54.02;47.44;0.7;1;31.34;88.91;1.45;1.01;7.95;0
54;40.12;0.7;2;29.63;102.97;0.72;0.37;8.54;0
50.96;65;0.7;1;32.07;90.47;2.85;1.12;9.11;0
47.59;73.12;0.7;2;19.97;84.22;1.16;0.6;9.18;0
58.5;78.5;0.7;1;26.04;100.62;0.61;0.32;8.82;0
63.67;74.94;1;2;19.51;92.97;12.81;1.95;8.79;18.97
49.61;73.31;0.7;2;19.35;85.47;1.17;0.62;9.02;0
39.38;68.31;0.7;2;32.53;91.09;0.61;0.28;8.84;0
53.55;64.81;0.7;1;30.62;87.5;1.55;0.76;9.43;0
40.95;86.31;0.7;2;33.13;98.12;0.61;0.24;8.61;0
44.33;81.25;0.7;2;20.31;89.37;1.13;0.6;9.16;0
51.97;39.88;0.7;2;30.01;93.44;0.64;0.34;8.59;0
50.17;66.5;0.7;1;33.67;96.87;0.55;0.28;8.88;0
37.01;84.81;0.7;2;32.52;91.09;0.58;0.22;8.69;0
69.97;74.31;1;2;15.45;86.56;2.86;1.32;8.82;0
46.7;51.25;0.7;2;32.17;91.25;1.41;0.99;7.98;0
66.6;37.5;0.7;1;32.9;96.72;0.69;0.24;8.63;0
43.54;72.37;0.7;2;22.7;85.47;0.97;0.52;8.81;0
46.14;48.38;0.7;2;31.76;89.22;1.66;1.15;7.92;0
45.9;62.19;0.7;2;33.4;92.66;10.5;0.46;9.21;19.39
46.01;72.69;0.7;2;22.2;87.34;0.93;0.51;8.78;0
46.46;59.13;0.7;2;34.67;96.72;1.65;0.91;8.22;0
46.8;76.69;0.7;2;27.43;100.31;0.54;0.26;8.57;0
46.05;51.06;0.7;2;33.57;94.37;1.36;0.97;8.01;0
48.94;83.94;0.7;1;31.13;86.87;0.69;0.34;8.74;0
56.99;52.44;0.7;1;31.85;90.62;3.63;1.31;7.91;19.11
53.91;47.44;0.7;1;30.24;84.06;1.48;0.99;7.96;0
44.44;64.19;0.7;2;35.15;98.91;0.92;0.54;9.09;0
44.89;76.81;0.7;2;27.35;97.97;0.62;0.28;8.49;0
47.93;70.81;0.7;2;32.32;90.47;1.17;0.61;8.96;0
57.41;51.94;0.7;1;30.8;86.72;2.3;1.26;7.94;0
63.67;70.19;0.7;1;34.98;97.66;0.79;0.45;8.94;0
42.97;80.56;0.7;2;22.4;89.22;0.84;0.45;9.16;0
54.39;47.44;0.7;1;31.61;89.37;1.48;1.01;7.95;0
62.21;41;0.7;1;28.24;91.72;1.19;0.45;8.52;0
57.04;78.62;0.7;1;25.52;97.34;0.61;0.32;8.79;0
44.21;60.63;0.7;2;33.86;95.94;4.15;0.42;8.15;17.34
40.84;75.06;0.7;2;30.28;89.37;8.26;0.08;8.71;19.87
46.19;48.38;0.7;2;32.08;90.16;1.68;1.1;7.92;0
44.66;76.87;0.7;2;26.46;94.53;0.63;0.27;8.45;0
65.36;37.94;0.7;1;32.67;98.44;0.58;0.25;8.66;0
43.2;76.62;0.7;2;27.17;90.78;0.55;0.26;8.64;0
70.09;62.81;0.7;1;32.86;91.72;1.88;1.07;8.99;0
59.85;59.75;0.7;1;32.62;92.19;2.05;1.04;8.23;0
58.39;78.5;0.7;1;25.87;98.59;0.58;0.32;8.82;0
47.02;75.44;0.7;2;25.9;95.47;0.78;0.36;8.64;0
59.85;59.75;0.7;1;33.06;92.34;2.03;1.04;8.23;0
40.39;66.75;0.7;2;34.01;97.19;0.57;0.28;9.07;0
46.13;75.56;0.7;2;26.22;97.03;0.96;0.44;8.64;0
42.86;60.44;0.7;2;31.93;91.56;4.48;1.23;8.14;21.5
64.43;50.69;0.7;1;35.89;101.72;1.31;0.91;7.99;0
60.98;59.88;0.7;1;33.75;95;2.22;1.11;8.22;0
62.67;50.88;0.7;1;35.34;100.31;1.26;0.89;7.98;0
46.46;72.94;0.7;2;21.12;84.06;1.05;0.56;8.88;0
51.41;66.31;0.7;1;36.33;100.78;0.55;0.28;8.96;0
60.19;70;0.7;1;33.25;91.87;0.76;0.43;8.97;0
44.66;76.37;0.7;2;27.96;95.62;0.54;0.24;8.61;0
49.84;39.63;0.7;2;30.53;93.12;0.64;0.31;8.6;0
39.71;66.81;0.7;2;33.23;92.19;0.56;0.28;9.04;0
56.26;52.88;0.7;2;34.35;102.5;2.29;1.26;8.06;0
42.19;58.75;0.7;2;31.75;88.59;1.51;0.84;8.21;0
42.86;60.44;0.7;2;31.95;91.25;4.39;1.27;8.14;17.59
43.57;52.69;0.7;2;31.9;90.62;4.01;0.53;7.95;18.33
54.16;47.44;0.7;1;31.22;87.5;1.52;1.01;7.95;0
46.57;84.06;0.7;1;30.84;85.94;0.58;0.29;8.77;0
44.44;64.19;0.7;2;34.07;97.5;0.94;0.54;9.09;0
53.1;38.44;0.7;2;32.26;104.84;0.64;0.28;8.56;0
39.83;66.87;0.7;2;32.83;91.09;0.55;0.28;9.02;0
56.47;69.75;0.7;1;30.44;86.87;0.72;0.39;8.86;0
49.28;75.31;0.7;2;26.08;99.84;0.72;0.33;8.67;0
50.96;39.69;0.7;2;30.41;95.47;0.64;0.32;8.62;0
51.97;38.31;0.7;2;32.38;97.19;0.58;0.26;8.58;0
40.72;66.06;0.7;2;36.08;100;0.55;0.28;9.19;0
46.69;73.19;0.7;2;19.6;81.87;1.09;0.58;9.17;0
42.53;68.37;0.7;2;34.37;98.75;0.62;0.29;8.88;0
64.54;50.63;0.7;1;35.73;102.5;1.31;0.91;7.99;0
42.08;67;0.7;2;35.78;99.69;0.58;0.29;8.94;0
49.95;38.06;0.7;2;32.55;98.44;0.58;0.25;8.65;0
59.03;48.81;0.7;1;31.66;90.62;1.81;1.12;7.89;0
63.9;74.94;1;2;19.52;92.19;12.06;1.91;8.8;18.4
49.84;84.06;0.7;1;31.71;87.97;0.87;0.34;8.71;0
42.99;48;0.7;2;28.97;81.41;1.57;1.01;7.96;0
50.63;66.62;0.7;1;35.45;102.66;0.55;0.29;8.93;0
47.36;84;0.7;1;31.31;90;0.58;0.28;8.79;0
52.99;38.44;0.7;2;32.23;105.16;0.64;0.28;8.56;0
62.33;41;0.7;1;28.18;91.41;0.78;0.45;8.52;0
64.24;59.88;0.7;1;35.4;99.22;2.34;1.15;8.22;0
37.01;84.87;0.7;2;32.09;89.53;0.58;0.22;8.69;0
59.85;59.75;0.7;1;32.44;92.34;2.03;1.04;8.23;0
43.31;64.37;0.7;2;33.32;92.97;1.02;0.59;8.82;0
52.76;39.94;0.7;2;29.92;97.03;0.69;0.35;8.55;0
44.78;75.94;0.7;2;27.98;94.69;0.84;0.24;8.61;0
52.2;73.62;0.7;2;18;86.56;1.41;0.77;8.91;0
56.63;51.88;0.7;1;30.11;85.47;2.16;1.2;7.94;0
47.14;85.19;0.7;1;30.99;85.78;0.55;0.22;8.7;0
53.1;38.5;0.7;2;32.23;103.91;0.64;0.28;8.56;0
47.36;73;0.7;2;20.48;84.84;1.14;0.6;9.16;0
44.89;76;0.7;2;27.96;95.78;0.58;0.24;8.62;0
37.01;84.81;0.7;2;31.94;88.91;0.61;0.22;8.69;0
55.8;78.31;0.7;1;26.07;97.03;0.58;0.3;8.81;0
50.63;66.69;0.7;1;35.15;100.94;0.6;0.29;9.14;0
44.55;76.5;0.7;2;27.52;95.62;0.55;0.24;8.65;0
58.51;48.87;0.7;1;32.06;90.94;1.85;1.14;7.89;0
39.83;66.87;0.7;2;32.98;91.56;0.56;0.28;9.02;0
43.2;76.62;0.7;2;27.43;91.25;0.54;0.26;8.64;0
41.06;64.12;0.7;2;31.24;90;0.89;0.51;9.11;0
41.96;65.5;0.7;2;32.8;90.78;3.09;1.26;9.25;0
35.1;84.62;0.7;2;31.25;87.5;0.61;0.22;8.71;0
62.24;49.31;0.7;1;32.89;93.28;2.03;1.25;7.85;0
77.4;71.75;1;1;30.58;87.03;2.24;1.17;9.08;0
42.86;60.56;0.7;2;33.75;92.97;4.72;0.72;8.14;22.72
60.05;53.19;0.7;1;33.42;95;2.19;1.08;8.02;0
51.86;66.5;0.7;1;33.63;96.25;0.55;0.28;8.88;0
45.9;59.31;0.7;2;32.95;92.97;1.85;0.96;8.23;0
50.63;66.69;0.7;1;35.58;102.97;0.58;0.29;9.1;0
50.63;66.69;0.7;1;34.68;100.62;0.58;0.29;9.13;0
41.74;67.19;0.7;2;35.21;97.34;0.55;0.28;8.84;0
70.94;52.75;1;2;31.5;95;3.18;1.66;8.05;0
47.93;70.81;0.7;2;32.68;90.94;1.09;0.59;8.95;0
53.55;64.81;0.7;1;30.78;87.34;1.52;0.76;9.43;0
49.61;73.31;0.7;2;19.4;85.62;1.19;0.62;9.02;0
46.8;76.75;0.7;2;27.33;100.62;0.59;0.27;8.54;0
47.14;85.19;0.7;1;31.08;85.94;0.58;0.21;8.7;0
44.97;48.19;0.7;2;31.39;88.28;1.62;1.04;7.99;0
52.99;38.5;0.7;2;32.23;105.63;0.61;0.28;8.56;0
55.8;78.25;0.7;1;26.3;97.66;0.58;0.3;8.8;0
49.61;83;0.7;1;30.67;90;5.09;0.96;8.73;17.69
47.36;73;0.7;2;20.23;86.09;1.16;0.6;9.16;0
46.8;62.06;0.7;2;32.14;90.31;5.68;1.32;9.02;21.19
63.34;70.12;0.7;1;33.51;96.87;0.78;0.44;8.93;0
43.2;67.25;0.7;2;35.89;99.37;0.57;0.29;8.86;0
46.57;76.75;0.7;2;27.18;101.72;0.62;0.28;8.52;0
64.65;50.69;0.7;1;36.09;103.44;1.26;0.91;7.99;0
46.57;62.12;0.7;2;32.22;89.84;8.64;1.14;9.29;17.53
41.74;64;0.7;2;31.99;89.22;0.99;0.54;9.01;0
48.71;73.25;0.7;2;19.61;80.31;1.32;0.61;9.06;0
41.74;67.12;0.7;2;34.6;96.72;0.55;0.29;8.84;0
41.74;64.06;0.7;2;32.01;88.59;0.99;0.52;9.02;0
62.1;41;0.7;1;28.24;90.31;0.78;0.44;8.51;0
58.16;59.63;0.7;1;32.37;90.62;1.95;1;8.24;0
41.74;67.06;0.7;2;34.92;97.19;0.57;0.29;8.88;0
56.07;49.81;1;2;30.85;86.41;4;2.1;7.79;18.74
53.32;64.87;0.7;1;32.44;90;1.69;0.82;9.2;0
46.8;73.25;0.7;2;19.88;80.94;1.12;0.59;9.16;0
64.01;37.25;0.7;1;32.99;97.97;0.58;0.24;8.69;0
47.59;73.12;0.7;2;20.38;84.69;1.16;0.6;9.18;0
41.74;68.62;0.7;2;33.15;96.25;0.64;0.29;8.76;0
51.08;67.5;0.7;1;31.62;91.87;0.55;0.29;9.12;0
61.99;60.06;0.7;1;32.35;93.59;2.46;1.12;8.21;0
39.71;66.87;0.7;2;32.85;91.72;0.55;0.28;9.03;0
50.4;73.56;0.7;2;18.21;89.84;1.36;0.72;8.92;0
45.11;48.25;0.7;2;30.72;85.62;1.65;1.04;7.98;0
62.62;50.88;0.7;1;35.33;100.16;1.24;0.89;7.98;0
41.96;65.5;0.7;2;32.68;91.72;3.15;1.25;9.25;0
50.74;66.62;0.7;1;35.91;101.56;0.57;0.29;8.9;0
49.95;66.19;0.7;1;32.05;90.31;0.55;0.28;9.04;0
50.4;73.56;0.7;2;18.15;86.87;1.37;0.71;8.92;0
77.4;71.69;1;1;31.24;86.41;2.22;1.17;9.08;0
43.09;67.31;0.7;2;37.16;104.06;0.57;0.3;8.93;0
51.41;71.94;0.7;1;30.67;86.41;3.72;0.68;8.82;18.97
50.63;66.62;0.7;1;36.09;102.5;0.57;0.29;8.95;0
60.19;70.06;0.7;1;33.22;91.87;0.77;0.43;8.95;0
46.8;75.25;0.7;2;26.01;95.78;0.72;0.33;8.68;0
46.46;59.13;0.7;2;34.35;97.34;1.63;0.91;8.22;0
48.8;51.44;0.7;2;34.94;98.12;1.44;1.01;7.96;0
41.17;60.94;1;2;21.57;61.88;4.02;2.58;8.17;18.02
63.9;59.88;0.7;1;35.15;99.69;2.33;1.15;8.22;0
37.01;84.81;0.7;2;32.09;90;0.58;0.22;8.69;0
44.78;75.94;0.7;2;27.71;94.22;0.71;0.27;8.61;0
66.49;38.81;0.7;1;31.97;96.56;0.58;0.26;8.62;0
42.98;52.56;0.7;2;33.64;95.16;3.91;0.61;7.92;17.57
38.7;83.62;0.7;2;32.15;89.84;0.58;0.26;8.74;0
48.94;65.12;0.7;1;32.09;90.62;3.57;1.07;9;22.6
63.05;50.88;0.7;1;36.41;102.81;1.23;0.89;7.98;0
39.38;68.37;0.7;2;31.92;90.47;0.6;0.28;8.86;0
46.91;76.75;0.7;2;27.39;102.19;0.58;0.26;8.54;0
52.99;38.38;0.7;2;32.38;102.19;0.61;0.28;8.56;0
41.74;64.06;0.7;2;31.04;88.75;1.01;0.52;9.02;0
41.74;67.12;0.7;2;34.94;97.5;0.55;0.29;8.85;0
65.36;37.94;0.7;1;32.61;98.59;0.58;0.25;8.66;0
41.96;63.94;0.7;2;31.3;89.22;1.43;0.61;9.02;0
55.44;52.88;0.7;2;33.42;95.78;2.48;1.34;8.06;0
61.42;60.06;0.7;1;34.07;96.87;2.41;1.13;8.21;0
42.86;80.62;0.7;2;22.34;89.69;0.84;0.45;9.15;0
40.72;66;0.7;2;34.79;99.84;0.55;0.28;9.18;0
64.46;37.19;0.7;1;32.99;96.25;0.58;0.24;8.7;0
48.83;85.31;0.7;1;32.41;91.72;0.55;0.21;8.68;0
65.25;74.06;1;2;16.13;80.78;2.13;1.04;9.15;0
42.53;68.37;0.7;2;34.28;98.75;0.62;0.29;8.88;0
62.66;60.12;0.7;1;34.24;96.41;2.5;1.11;8.21;0
41.74;63.94;0.7;2;31.39;88.75;0.96;0.53;9.02;0
41.06;75.06;0.7;2;30.61;92.81;5.35;0.08;8.71;19.96
52.76;39.94;0.7;2;29.98;94.69;0.69;0.35;8.58;0
70.31;63;0.7;1;32.98;92.03;2.24;1.21;8.95;0
38.59;65.62;0.7;2;31.63;90.31;0.62;0.28;9.11;0
48.83;85.25;0.7;1;32.52;90.62;0.58;0.21;8.67;0
63.67;74.94;1;2;19.4;92.34;13.42;1.83;8.79;19.93
53.55;69.12;0.7;1;33.96;98.12;0.67;0.26;8.94;0
44.33;59;0.7;2;33.07;92.97;1.54;0.86;8.22;0
50.4;69.06;0.7;1;31.93;90.16;0.65;0.27;8.89;0
57.38;71.56;0.7;1;30.05;83.59;1.63;0.88;9.24;0
41.06;64.06;0.7;2;32.79;90;0.89;0.51;9.1;0
63.79;40.88;0.7;1;28.47;94.53;0.78;0.45;8.5;0
60.53;59.56;0.7;1;34.86;97.34;1.88;0.99;8.24;0
65.25;37.88;0.7;1;32.61;97.97;0.61;0.25;8.64;0
46.39;50.19;0.7;2;33.86;95.78;8.21;1.17;7.8;17.4
47.59;73.06;0.7;2;20.06;84.84;1.16;0.59;9.18;0
55.8;78.31;0.7;1;26.16;96.87;0.58;0.31;8.81;0
64.35;37.19;0.7;1;32.96;93.44;0.58;0.24;8.69;0
45.9;72.81;0.7;2;21.14;85.16;0.99;0.52;8.76;0
36.11;84.56;0.7;2;31.13;86.56;0.58;0.22;8.71;0
41.74;68.69;0.7;2;35.15;99.84;0.65;0.28;8.73;0
46.57;70.44;0.7;2;31.62;90.31;0.84;0.47;9.07;0
65.36;37.88;0.7;1;32.67;97.97;0.58;0.24;8.65;0
49.28;41.37;0.7;2;27.69;89.84;0.84;0.46;8.58;0
58.72;48.81;0.7;1;31.65;88.91;1.8;1.1;7.89;0
51.28;50.38;0.7;1;32.86;93.12;4.96;0.35;7.94;18.53
51.75;38.31;0.7;2;32.44;98.12;0.58;0.25;8.59;0
51.41;71.94;0.7;1;31.41;86.41;3.77;0.66;8.82;18.02
43.86;52.69;0.7;2;33.28;93.75;3.97;0.52;7.95;21.22
57.26;65;0.7;1;34.46;96.56;2.42;1.13;9.26;0
43.09;68.75;0.7;2;35.68;101.41;0.65;0.29;8.71;0
35.33;84.5;0.7;2;31.11;87.03;0.61;0.22;8.73;0
50.96;39.69;0.7;2;30.35;96.56;0.64;0.32;8.63;0
47.14;85.12;0.7;1;30.84;86.25;0.55;0.21;8.7;0
43.09;67.37;0.7;2;37.53;104.69;0.58;0.3;9.03;0
43.87;80.75;0.7;2;21.96;87.97;0.87;0.46;8.96;0
67.28;74.31;1;2;15.52;84.06;2.92;1.28;8.79;0
53.55;64.81;0.7;1;30.36;85.62;1.51;0.76;9.43;0
52.85;50.38;0.7;1;34.68;97.66;8.2;0.39;7.87;17.61
62.55;60.06;0.7;1;32.79;94.53;2.49;1.11;8.21;0
42.97;64.25;0.7;2;33.88;92.81;0.94;0.56;9.03;0
41.74;67.12;0.7;2;33.86;96.41;0.56;0.29;8.84;0
47.14;41.37;0.7;2;27.66;84.37;0.84;0.45;8.57;0
63.56;40.81;0.7;1;28.5;94.22;0.75;0.43;8.52;0
42.86;60.56;0.7;2;33.07;93.12;4.66;0.84;8.14;18.33
47.14;41.37;0.7;2;27.75;84.69;0.84;0.45;8.57;0
39.38;68.25;0.7;2;31.54;90.31;0.6;0.28;8.79;0
43.31;64.44;0.7;2;34.05;92.03;1.05;0.62;9.12;0
45.9;72.87;0.7;2;21.55;82.66;0.98;0.52;8.76;0
71.21;63.19;0.7;1;35.65;100.78;2.43;1.36;8.98;0
42.64;58.63;0.7;2;32.61;91.56;1.55;0.86;8.21;0
44.33;59;0.7;2;33.11;92.19;1.57;0.87;8.22;0
39.38;68.31;0.7;2;31.01;90.31;0.6;0.28;8.81;0
42.86;64.25;0.7;2;32.28;91.87;0.97;0.57;9;0
50.85;65;0.7;1;32.65;92.66;2.68;1.12;9.14;0
55.35;59.69;0.7;1;32.85;92.81;1.95;1.02;8.23;0
42.64;58.69;0.7;2;32.2;91.87;1.55;0.86;8.21;0
39.38;68.25;0.7;2;31.85;91.25;0.63;0.28;8.85;0
43.2;67.31;0.7;2;36.3;103.28;0.56;0.29;8.89;0
62.88;50.88;0.7;1;36.23;101.87;1.24;0.89;7.98;0
46.13;85.25;0.7;1;31.51;87.66;0.58;0.21;8.68;0
42.08;67;0.7;2;35.24;101.56;0.58;0.29;8.91;0
51.19;67.56;0.7;1;32.23;91.56;0.55;0.29;9.11;0
53.66;64.87;0.7;1;31.91;88.28;1.76;0.86;9.22;0
48.96;51.37;0.7;2;35.3;98.44;1.48;1;7.96;0
52.76;40;0.7;2;29.83;96.25;0.69;0.35;8.54;0
40.72;66;0.7;2;35.76;99.69;0.55;0.29;9.2;0
45.79;72.75;0.7;2;22.01;87.03;0.97;0.52;8.77;0
47.14;85.19;0.7;1;30.87;85.47;0.58;0.21;8.7;0
60.53;59.81;0.7;1;33.24;92.81;2.16;1.08;8.23;0
63.11;74.5;1;2;17.13;85.94;3.55;1.22;8.73;20.48
58.16;69.81;0.7;1;33.62;95;0.75;0.42;8.99;0
63.9;74.87;1;2;19.39;93.28;11.11;2.04;8.82;21.98
58.5;78.87;0.7;1;25.14;98.44;0.61;0.37;8.83;0
60.06;53.19;0.7;1;33.25;93.44;2.39;1.16;8.02;0
47.98;51.5;0.7;2;34.85;97.97;1.46;1.02;7.95;0
69.75;74.25;1;2;15.39;86.72;2.66;1.26;8.93;0
44.66;76.87;0.7;2;27.12;94.22;0.65;0.28;8.46;0
63.56;40.81;0.7;1;28.47;93.28;0.75;0.43;8.52;0
44.78;76.5;0.7;2;27.31;96.72;0.52;0.24;8.65;0
48.71;73.25;0.7;2;19.23;84.84;1.16;0.61;9.05;0
41.06;64.12;0.7;2;32.27;90.31;0.88;0.51;9.11;0
46.91;62.06;0.7;2;31.33;89.53;6.29;1.21;9.16;23.33
44.55;58.69;0.7;2;33.39;93.91;1.41;0.83;8.21;0
49.28;41.31;0.7;2;27.81;91.41;0.84;0.46;8.58;0
58.59;48.87;0.7;1;31.76;89.69;1.86;1.14;7.89;0
50.74;67.5;0.7;1;33.13;91.25;0.56;0.29;9.16;0
45.79;72.69;0.7;2;22.05;85.16;0.97;0.52;8.77;0
51.75;85.38;0.7;1;33.59;94.69;0.58;0.21;8.64;0
45.35;48.13;0.7;2;31.45;88.75;1.63;1.04;7.99;0
45.9;72.87;0.7;2;20.93;85.31;0.99;0.52;8.76;0
44.54;50.19;0.7;2;32.37;91.41;6.27;1.23;7.8;17.5
46.13;59.06;0.7;2;33.54;93.59;1.54;0.88;8.22;0
44.44;64.19;0.7;2;35.13;98.28;0.97;0.55;9.08;0
47.93;70.75;0.7;2;33.33;93.12;1.27;0.66;8.99;0
41.74;68.56;0.7;2;33.2;95.16;0.63;0.28;8.81;0
50.74;67.5;0.7;1;31.51;91.09;0.55;0.29;9.12;0
62.21;53.25;0.7;1;36.27;102.03;1.14;0.79;8.04;0
58.05;69.94;0.7;1;34.85;98.28;0.77;0.43;9;0
52.99;38.38;0.7;2;32.38;101.09;0.61;0.28;8.56;0
42.7;48;0.7;2;29.05;81.72;1.56;1.01;7.96;0
51.97;39.88;0.7;2;30.09;92.81;0.64;0.34;8.58;0
47.02;75.44;0.7;2;25.93;94.53;0.77;0.36;8.64;0
49.95;41.5;0.7;2;27.52;86.87;0.84;0.47;8.54;0
46.46;59.13;0.7;2;34.92;97.5;1.64;0.91;8.22;0
48.94;83.87;0.7;1;31.8;87.5;0.69;0.35;8.74;0
50.96;69.12;0.7;1;32.23;90.62;0.65;0.26;8.93;0
46.46;59.06;0.7;2;34.38;97.66;1.58;0.89;8.22;0
50.74;67.5;0.7;1;32.53;92.66;0.56;0.29;9.16;0
41.74;64;0.7;2;31.24;87.81;0.99;0.54;9.02;0
46.69;76.75;0.7;2;27.21;101.25;0.59;0.27;8.53;0
41.74;68.62;0.7;2;33.46;96.09;0.64;0.29;8.75;0
56.59;69.75;0.7;1;31.09;86.87;0.72;0.39;8.86;0
44.78;75.94;0.7;2;28.16;96.09;0.57;0.24;8.62;0
54.23;82.88;0.7;1;26.94;90.16;2.72;0.82;8.72;0
46.8;76.75;0.7;2;27.21;100.62;0.57;0.27;8.54;0
44.21;80.81;0.7;2;21.53;90.94;0.9;0.49;8.86;0
52.66;50.38;0.7;1;34.15;97.5;7.27;0.39;7.87;17.49
42.3;86.25;0.7;2;33.16;100.47;0.61;0.24;8.61;0
52.76;39.94;0.7;2;30.01;94.69;0.64;0.35;8.58;0
56.92;78.56;0.7;1;26.04;96.09;0.58;0.31;8.77;0
69.64;74.12;1;2;15.7;86.41;2.42;1.16;9.09;0
46.57;84.06;0.7;1;30.93;86.09;0.58;0.29;8.77;0
54.28;47.56;0.7;1;31.18;86.72;1.53;1.02;7.92;0
46.46;73.19;0.7;2;19.86;79.37;1.1;0.57;9.19;0
47.14;41.37;0.7;2;27.55;85;0.84;0.45;8.56;0
60.41;70.06;0.7;1;32.38;92.81;0.78;0.43;8.94;0
40.05;83.37;0.7;2;32.18;93.75;0.61;0.26;8.76;0
56.34;49.75;1;2;30.19;85.31;3.81;2.13;7.78;19.12
64.91;74.06;1;2;15.96;81.72;2.21;1.09;9.14;0
